,business_code,cust_number,name_customer,clear_date,buisness_year,doc_id,posting_date,due_in_date,baseline_create_date,cust_payment_terms,converted_usd,Aging Bucket
18,U001,200900909,SYSCO systems,2020-05-08 23:05:37.500000000,2020,1930645969,2020-03-13 00:00:00.000000000,2020-04-14 00:00:00.000000000,2020-03-13 00:00:00.000000000,NA32,31512.75,16-30
19,U001,200769623,WAL-MAR systems,2020-05-02 23:26:44.750000000,2020,1930718081,2020-03-30 00:00:00.000000000,2020-04-14 00:00:00.000000000,2020-03-30 00:00:00.000000000,NAH4,19701.55,16-30
20,U001,200726979,BJ'S  trust,2020-03-31 12:44:02.000000000,2020,1930788667,2020-04-16 00:00:00.000000000,2020-05-01 00:00:00.000000000,2020-04-16 00:00:00.000000000,NAA8,132.72,
21,U001,200769623,WAL-MAR llc,2020-04-14 10:00:38.062500000,2020,1930709919,2020-03-29 00:00:00.000000000,2020-04-13 00:00:00.000000000,2020-03-29 00:00:00.000000000,NAH4,1121.15,0-15
22,U001,200769623,WAL-MAR llc,2020-04-15 17:55:54.812500000,2020,1930752568,2020-06-04 00:00:00.000000000,2020-04-21 00:00:00.000000000,2020-04-06 00:00:00.000000000,NAH4,11394.84,
23,CA02,140105847,GORDON F co,2020-04-20 01:26:22.062500000,2020,2960627274,2020-08-04 00:00:00.000000000,2020-04-18 00:00:00.000000000,2020-04-08 00:00:00.000000000,CA10,2579.64,0-15
24,U001,200744019,TARG foundation,2020-04-16 00:02:09.625000000,2020,1930648342,2020-03-15 00:00:00.000000000,2020-03-30 00:00:00.000000000,2020-03-15 00:00:00.000000000,NAA8,52123.3,16-30
25,U001,200769623,WAL-MAR systems,2020-03-25 03:40:11.306640625,2020,1930632791,2020-10-03 00:00:00.000000000,2020-03-25 00:00:00.000000000,2020-03-10 00:00:00.000000000,NAH4,14994.01,0-15
26,U001,200769623,WAL-MAR llc,2020-03-11 04:59:57.375000000,2020,1930617194,2020-06-03 00:00:00.000000000,2020-03-21 00:00:00.000000000,2020-03-06 00:00:00.000000000,NAH4,36.06,
27,U001,200418007,AM in,2020-04-27 22:21:24.937500000,2020,1930752243,2020-06-04 00:00:00.000000000,2020-04-21 00:00:00.000000000,2020-04-06 00:00:00.000000000,NAA8,25836.19,0-15
28,U001,200739006,AL foundation,2020-04-23 16:28:46.500000000,2020,1930768064,2020-04-15 00:00:00.000000000,2020-04-30 00:00:00.000000000,2020-04-15 00:00:00.000000000,NAA8,4309.05,
29,U001,100031704,DELHAIZE associates,2020-05-11 21:37:46.187500000,2020,1930789873,2020-04-15 00:00:00.000000000,2020-04-30 00:00:00.000000000,2020-04-15 00:00:00.000000000,NAA8,70181.07,0-15
30,U001,200769623,WAL-MAR trust,2020-05-09 01:00:54.250000000,2020,1930705172,2020-03-28 00:00:00.000000000,2020-04-12 00:00:00.000000000,2020-03-28 00:00:00.000000000,NAH4,3403.8,16-30
31,U001,200744019,TARG systems,2020-05-24 07:21:47.562500000,2020,1930620634,2020-10-03 00:00:00.000000000,2020-05-14 00:00:00.000000000,2020-03-10 00:00:00.000000000,NAGD,10665.53,0-15
32,U001,200769623,WAL-MAR ,2020-04-22 18:35:09.500000000,2020,1930676002,2020-03-21 00:00:00.000000000,2020-04-05 00:00:00.000000000,2020-03-21 00:00:00.000000000,NAH4,7280.51,16-30
33,U001,200726979,BJ'S  corporation,2020-03-16 09:36:39.445312500,2020,1930585378,2020-02-03 00:00:00.000000000,2020-03-17 00:00:00.000000000,2020-03-02 00:00:00.000000000,NAA8,13681.7,
34,U001,200706844,WINC associates,2020-05-16 07:22:12.250000000,2020,1930773419,2020-07-04 00:00:00.000000000,2020-04-22 00:00:00.000000000,2020-04-07 00:00:00.000000000,NAA8,33947.85,16-30
35,U001,200793830,M llc,2020-04-22 05:47:31.664062500,2020,1930767747,2020-08-04 00:00:00.000000000,2020-04-23 00:00:00.000000000,2020-04-08 00:00:00.000000000,NAA8,4537.14,
36,U001,200769623,WAL-MAR foundation,2020-04-28 01:56:25.812500000,2020,1930750455,2020-06-04 00:00:00.000000000,2020-04-21 00:00:00.000000000,2020-04-06 00:00:00.000000000,NAH4,14355.96,0-15
37,U001,200769623,WAL-MAR systems,2020-04-03 06:21:06.250000000,2020,1930738904,2020-03-04 00:00:00.000000000,2020-04-18 00:00:00.000000000,2020-04-03 00:00:00.000000000,NAH4,367.71,
38,U001,200769623,WAL-MAR trust,2020-06-06 08:58:17.375000000,2020,1930862467,2020-06-05 00:00:00.000000000,2020-05-21 00:00:00.000000000,2020-05-06 00:00:00.000000000,NAH4,56284.77,16-30
39,U001,200769623,WAL-MAR systems,2020-04-03 19:39:13.875000000,2020,1930582162,2020-02-29 00:00:00.000000000,2020-03-15 00:00:00.000000000,2020-02-29 00:00:00.000000000,NAH4,50493.86,16-30
40,U001,200769623,WAL-MAR llc,2020-05-05 09:56:57.707031250,2020,1930802490,2020-04-21 00:00:00.000000000,2020-05-06 00:00:00.000000000,2020-04-21 00:00:00.000000000,NAH4,15489.43,
41,CA02,140104423,METRO  llc,2020-02-23 07:05:19.375000000,2020,2960617050,2020-02-27 00:00:00.000000000,2020-03-11 00:00:00.000000000,2020-03-01 00:00:00.000000000,CA10,93179.35199999998,
42,U001,200726979,BJ'S  systems,2020-04-08 10:52:11.250000000,2020,1930801417,2020-04-19 00:00:00.000000000,2020-05-04 00:00:00.000000000,2020-04-19 00:00:00.000000000,NAA8,360.33,
43,U001,200743996,STATER  llc,2020-06-05 10:24:26.375000000,2020,1930660304,2020-03-16 00:00:00.000000000,2020-05-20 00:00:00.000000000,2020-03-16 00:00:00.000000000,NAGD,3826.03,16-30
44,U001,200752302,KROGER trust,2020-04-21 09:42:23.062500000,2020,1930733767,2020-02-04 00:00:00.000000000,2020-04-17 00:00:00.000000000,2020-04-02 00:00:00.000000000,NAA8,96674.05,0-15
45,CA02,140105686,SYSC llc,2020-05-21 01:15:18.656250000,2020,2960633120,2020-06-05 00:00:00.000000000,2020-05-18 00:00:00.000000000,2020-05-08 00:00:00.000000000,CA10,43230.299,0-15
46,U001,200711029,WEGMAN corp,2020-04-29 10:45:08.937500000,2020,1930742932,2020-03-04 00:00:00.000000000,2020-04-18 00:00:00.000000000,2020-04-03 00:00:00.000000000,NAA8,14382.22,0-15
47,CA02,CCU001,KRAFT  corporation,2020-03-30 00:11:50.000000000,2020,2960622220,2020-03-20 00:00:00.000000000,2020-04-27 00:00:00.000000000,2020-03-23 00:00:00.000000000,NAG2,17828.068999999996,
48,U001,200769623,WAL-MAR llc,2020-05-05 19:35:44.363281250,2020,1930804924,2020-04-21 00:00:00.000000000,2020-05-06 00:00:00.000000000,2020-04-21 00:00:00.000000000,NAH4,35509.95,
49,U001,200769623,WAL-MAR associates,2020-05-01 06:06:54.500000000,2020,1930746955,2020-05-04 00:00:00.000000000,2020-04-20 00:00:00.000000000,2020-04-05 00:00:00.000000000,NAH4,13512.61,0-15
50,U001,200772670,ASSOCIAT corp,2020-03-18 09:22:01.125000000,2020,1930698156,2020-03-24 00:00:00.000000000,2020-04-08 00:00:00.000000000,2020-03-24 00:00:00.000000000,NAU5,24421.33,
51,U001,200769623,WAL-MAR co,2020-05-12 14:23:44.187500000,2020,1930801200,2020-04-19 00:00:00.000000000,2020-05-04 00:00:00.000000000,2020-04-19 00:00:00.000000000,NAH4,11217.33,0-15
52,U001,200769623,WAL-MAR systems,2020-05-01 01:36:01.250000000,2020,1930776682,2020-04-13 00:00:00.000000000,2020-04-28 00:00:00.000000000,2020-04-13 00:00:00.000000000,NAH4,12554.13,0-15
53,U001,200720238,WOODM co,2020-06-19 03:28:43.500000000,2020,1930858727,2020-06-05 00:00:00.000000000,2020-05-21 00:00:00.000000000,2020-05-06 00:00:00.000000000,NAA8,126919.03,16-30
54,CA02,140106408,WAL-M in,2020-05-11 08:12:11.687500000,2020,2960631200,2020-04-25 00:00:00.000000000,2020-05-05 00:00:00.000000000,2020-04-25 00:00:00.000000000,CA10,28537.684,0-15
55,U001,200769623,WAL-MAR co,2020-05-02 11:36:19.375000000,2020,1930729999,2020-01-04 00:00:00.000000000,2020-04-16 00:00:00.000000000,2020-04-01 00:00:00.000000000,NAH4,24834.9,16-30
56,U001,200769623,WAL-MAR us,2020-03-23 16:49:24.312500000,2020,1930653060,2020-03-15 00:00:00.000000000,2020-03-30 00:00:00.000000000,2020-03-15 00:00:00.000000000,NAH4,50202.83,
57,U001,200769623,WAL-MAR us,2020-05-05 18:19:16.250000000,2020,1930715979,2020-01-04 00:00:00.000000000,2020-04-16 00:00:00.000000000,2020-04-01 00:00:00.000000000,NAH4,8299.7,16-30
58,U001,200799367,MCL corporation,2020-04-20 18:24:12.125000000,2020,1930673430,2020-03-24 00:00:00.000000000,2020-04-08 00:00:00.000000000,2020-03-24 00:00:00.000000000,NAA8,51602.13,0-15
59,U001,200759878,SA co,2020-05-12 08:39:44.500000000,2020,1930783249,2020-04-14 00:00:00.000000000,2020-04-29 00:00:00.000000000,2020-04-14 00:00:00.000000000,NAH4,18900.99,0-15
60,U001,200794332,COST corp,2020-04-14 23:45:52.375000000,2020,1930638145,2020-03-14 00:00:00.000000000,2020-03-29 00:00:00.000000000,2020-03-14 00:00:00.000000000,NAAX,49467.7,16-30
61,U001,200515231,US  us,2020-06-03 03:59:16.000000000,2020,1930768145,2020-09-04 00:00:00.000000000,2020-04-24 00:00:00.000000000,2020-04-09 00:00:00.000000000,NAA8,10187.66,31-45
62,U001,200782669,SYGMA corp,2020-04-12 21:35:14.875000000,2020,1930636977,2020-03-13 00:00:00.000000000,2020-03-28 00:00:00.000000000,2020-03-13 00:00:00.000000000,NAA8,237.4,16-30
63,U001,200769623,WAL-MAR foundation,2020-05-08 22:07:59.125000000,2020,1930882979,2020-12-05 00:00:00.000000000,2020-05-27 00:00:00.000000000,2020-05-12 00:00:00.000000000,NAH4,11532.84,
64,U001,200769623,WAL-MAR ,2020-04-26 00:23:45.625000000,2020,1930692833,2020-03-24 00:00:00.000000000,2020-04-08 00:00:00.000000000,2020-03-24 00:00:00.000000000,NAH4,20017.92,16-30
65,U001,200331749,SYSC foundation,2020-03-20 15:07:30.562500000,2020,1930579080,2020-02-28 00:00:00.000000000,2020-03-14 00:00:00.000000000,2020-02-28 00:00:00.000000000,NAA8,5320.85,0-15
66,U001,200772670,ASSOCIAT associates,2020-04-25 14:30:31.250000000,2020,1930819529,2020-04-23 00:00:00.000000000,2020-05-08 00:00:00.000000000,2020-04-23 00:00:00.000000000,NAU5,30900.83,
67,U001,200772670,ASSOCIAT us,2020-03-17 18:06:18.250000000,2020,1930736164,2020-02-04 00:00:00.000000000,2020-04-17 00:00:00.000000000,2020-04-02 00:00:00.000000000,NAU5,65843.26,
68,U001,200706844,WINC foundation,2020-02-28 00:11:41.875000000,2020,1930599854,2020-04-03 00:00:00.000000000,2020-03-19 00:00:00.000000000,2020-03-04 00:00:00.000000000,NAA8,359.44,
69,U001,100043975,JAVA ,2020-07-18 16:51:24.500000000,2020,1930740345,2020-03-04 00:00:00.000000000,2020-04-18 00:00:00.000000000,2020-04-03 00:00:00.000000000,NAA8,1427.36,Greatar than 60
70,U001,200762301,C&S WH in,2020-03-20 11:34:51.289062500,2020,1930592552,2020-04-03 00:00:00.000000000,2020-03-19 00:00:00.000000000,2020-03-04 00:00:00.000000000,NAC6,99091.71,0-15
71,U001,200148860,DOLLA associates,2020-06-06 06:07:11.949218750,2020,1930732920,2020-03-04 00:00:00.000000000,2020-06-07 00:00:00.000000000,2020-04-03 00:00:00.000000000,NAGD,6543.44,
72,CA02,100027744,OMEGA AD in,2020-05-19 21:02:42.546875000,2020,2960635652,2020-05-19 00:00:00.000000000,2020-05-19 00:00:00.000000000,2020-05-19 00:00:00.000000000,CAB1,4924.5,0-15
73,U001,100031704,DELHAIZE co,2020-03-24 10:07:21.812500000,2020,1930585468,2020-01-03 00:00:00.000000000,2020-03-16 00:00:00.000000000,2020-03-01 00:00:00.000000000,NAA8,106394.18,0-15
74,U001,200799420,HT HA foundation,2020-05-09 11:26:56.750000000,2020,1930703225,2020-03-25 00:00:00.000000000,2020-04-09 00:00:00.000000000,2020-03-25 00:00:00.000000000,NAA8,801.1,31-45
75,U001,200974851,RESTA systems,2020-05-01 15:38:07.625000000,2020,1930706997,2020-03-26 00:00:00.000000000,2020-04-10 00:00:00.000000000,2020-03-26 00:00:00.000000000,NAA8,3566.69,16-30
76,U001,200769623,WAL-MAR in,2020-05-13 08:14:24.779296875,2020,1930830709,2020-04-28 00:00:00.000000000,2020-05-13 00:00:00.000000000,2020-04-28 00:00:00.000000000,NAH4,8885.57,0-15
77,U001,200793568,SUPE llc,2020-03-26 10:08:00.015625000,2020,1930630388,2020-10-03 00:00:00.000000000,2020-03-25 00:00:00.000000000,2020-03-10 00:00:00.000000000,NAA8,15893.27,0-15
78,U001,200759878,SA foundation,2020-04-03 01:40:46.125000000,2020,1930609945,2020-06-03 00:00:00.000000000,2020-03-21 00:00:00.000000000,2020-03-06 00:00:00.000000000,NAH4,70180.8,0-15
79,U001,200712187,SPAR in,2020-04-11 14:06:17.875000000,2020,1930806222,2020-04-20 00:00:00.000000000,2020-05-05 00:00:00.000000000,2020-04-20 00:00:00.000000000,NAA8,119384.36,
80,U001,100047532,KEYSTON associates,2020-06-07 12:03:03.000000000,2020,1930592834,2020-04-03 00:00:00.000000000,2020-03-19 00:00:00.000000000,2020-03-04 00:00:00.000000000,NAA8,11852.54,Greatar than 60
81,U001,200794332,COST co,2020-04-04 15:17:00.500000000,2020,1930562584,2020-02-28 00:00:00.000000000,2020-03-19 00:00:00.000000000,2020-02-28 00:00:00.000000000,NA84,11225.42,16-30
82,U001,200148860,DOLLA associates,2020-06-02 01:58:00.875000000,2020,1930699340,2020-03-25 00:00:00.000000000,2020-05-29 00:00:00.000000000,2020-03-25 00:00:00.000000000,NAGD,5456.75,0-15
83,U001,200794332,COST llc,2020-06-20 13:27:38.500000000,2020,1930862420,2020-08-05 00:00:00.000000000,2020-05-23 00:00:00.000000000,2020-05-08 00:00:00.000000000,NAAX,81500.86,16-30
84,U001,200555117,BURR trust,2020-05-10 08:23:40.000000000,2020,1930709963,2020-03-27 00:00:00.000000000,2020-04-11 00:00:00.000000000,2020-03-27 00:00:00.000000000,NAA8,749.14,16-30
85,U001,200769623,WAL-MAR in,2020-05-19 16:50:07.343750000,2020,1930878284,2020-09-05 00:00:00.000000000,2020-05-24 00:00:00.000000000,2020-05-09 00:00:00.000000000,NAH4,2219.89,
86,U001,200772670,ASSOCIAT corp,2020-03-14 20:50:28.000000000,2020,1930683241,2020-03-21 00:00:00.000000000,2020-04-05 00:00:00.000000000,2020-03-21 00:00:00.000000000,NAU5,15489.78,
87,U001,200707822,PUBLI corporation,2020-05-27 10:32:07.875000000,2020,1930857983,2020-04-05 00:00:00.000000000,2020-05-19 00:00:00.000000000,2020-05-04 00:00:00.000000000,NAA8,126107.91,0-15
88,CA02,140104392,FLANAG us,2020-03-09 05:16:45.937500000,2020,2960619205,2020-06-03 00:00:00.000000000,2020-03-20 00:00:00.000000000,2020-03-10 00:00:00.000000000,CA10,2528.673,
89,U001,200769623,WAL-MAR corp,2020-05-02 03:59:05.625000000,2020,1930831780,2020-04-28 00:00:00.000000000,2020-05-13 00:00:00.000000000,2020-04-28 00:00:00.000000000,NAH4,11545.38,
90,U001,200759878,SA systems,2020-04-29 23:15:29.625000000,2020,1930717567,2020-03-31 00:00:00.000000000,2020-04-15 00:00:00.000000000,2020-03-31 00:00:00.000000000,NAH4,47646.57,0-15
91,U001,200705742,DOT foundation,2020-03-14 14:39:54.171875000,2020,1930581678,2020-02-28 00:00:00.000000000,2020-03-14 00:00:00.000000000,2020-02-28 00:00:00.000000000,NAA8,5932.51,0-15
92,U001,200793568,SUPE trust,2020-04-09 22:49:50.937500000,2020,1930690537,2020-03-23 00:00:00.000000000,2020-04-07 00:00:00.000000000,2020-03-23 00:00:00.000000000,NAA8,1635.76,0-15
93,U001,200726979,BJ'S  ,2020-03-02 11:36:22.750000000,2020,1930646128,2020-12-03 00:00:00.000000000,2020-03-27 00:00:00.000000000,2020-03-12 00:00:00.000000000,NAA8,1286.3,
94,U001,200704858,WAKE corp,2020-05-24 07:21:19.750000000,2020,1930762384,2020-09-04 00:00:00.000000000,2020-04-24 00:00:00.000000000,2020-04-09 00:00:00.000000000,NAA8,99568.42,31-45
95,U001,200780383,MEIJ in,2020-03-22 08:37:42.000000000,2020,1930665025,2020-03-18 00:00:00.000000000,2020-04-02 00:00:00.000000000,2020-03-18 00:00:00.000000000,NAA8,3612.63,
96,U001,200762301,C&S WH associates,2020-05-09 01:46:57.187500000,2020,1930778021,2020-12-04 00:00:00.000000000,2020-04-27 00:00:00.000000000,2020-04-12 00:00:00.000000000,NAC6,102276.04,0-15
97,CA02,140106271,LONGO  in,2020-04-05 17:48:57.500000000,2020,2960626604,2020-03-04 00:00:00.000000000,2020-04-17 00:00:00.000000000,2020-04-07 00:00:00.000000000,CA10,8615.453,
98,CA02,140104423,METRO  us,2020-04-12 12:33:11.000000000,2020,2960628851,2020-04-17 00:00:00.000000000,2020-05-01 00:00:00.000000000,2020-04-21 00:00:00.000000000,CA10,45059.545999999995,
99,U001,200741174,M B  co,2020-03-18 23:21:07.812500000,2020,1930657267,2020-03-16 00:00:00.000000000,2020-03-31 00:00:00.000000000,2020-03-16 00:00:00.000000000,NAA8,5767.83,
100,CA02,100030194,AMAZO llc,2020-03-09 12:30:29.500000000,2020,2960622411,2020-03-18 00:00:00.000000000,2020-03-30 00:00:00.000000000,2020-03-20 00:00:00.000000000,CA10,9851.667,
101,U001,200769623,WAL-MAR trust,2020-05-05 07:12:50.375000000,2020,1930720012,2020-03-30 00:00:00.000000000,2020-04-14 00:00:00.000000000,2020-03-30 00:00:00.000000000,NAH4,42379.83,16-30
102,U001,200592182,DECA in,2020-04-18 10:38:36.875000000,2020,1930822583,2020-04-24 00:00:00.000000000,2020-05-09 00:00:00.000000000,2020-04-16 00:00:00.000000000,NAM4,1761.84,
103,U001,200743996,STATER  co,2020-04-11 11:25:56.875000000,2020,1930686889,2020-03-22 00:00:00.000000000,2020-04-06 00:00:00.000000000,2020-03-22 00:00:00.000000000,NAA8,94612.03,0-15
104,U001,200769623,WAL-MAR in,2020-04-15 23:14:19.000000000,2020,1930787980,2020-04-15 00:00:00.000000000,2020-04-30 00:00:00.000000000,2020-04-15 00:00:00.000000000,NAH4,22226.35,
105,U001,200749782,KROG associates,2020-05-29 04:28:45.875000000,2020,1930822131,2020-04-25 00:00:00.000000000,2020-05-10 00:00:00.000000000,2020-04-25 00:00:00.000000000,NAA8,88502.01,16-30
106,U001,200744019,TARG corp,2020-05-13 15:37:13.468750000,2020,1930641073,2020-03-13 00:00:00.000000000,2020-05-17 00:00:00.000000000,2020-03-13 00:00:00.000000000,NAGD,1982.06,
107,U001,200769623,WAL-MAR foundation,2020-05-01 19:24:21.718750000,2020,1930804577,2020-04-21 00:00:00.000000000,2020-05-06 00:00:00.000000000,2020-04-21 00:00:00.000000000,NAH4,2326.08,
108,U001,200705742,DOT us,2020-03-25 17:25:15.687500000,2020,1930592413,2020-02-03 00:00:00.000000000,2020-03-17 00:00:00.000000000,2020-03-02 00:00:00.000000000,NAA8,9822.38,0-15
109,U001,200744019,TARG trust,2020-06-11 18:18:27.000000000,2020,1930857489,2020-05-05 00:00:00.000000000,2020-05-20 00:00:00.000000000,2020-05-05 00:00:00.000000000,NAA8,29592.42,16-30
110,U001,200772670,ASSOCIAT associates,2020-03-21 08:20:08.000000000,2020,1930739252,2020-03-04 00:00:00.000000000,2020-04-18 00:00:00.000000000,2020-04-03 00:00:00.000000000,NAU5,47903.76,
111,U001,200769623,WAL-MAR corporation,2020-04-17 06:41:02.000000000,2020,1930692953,2020-03-24 00:00:00.000000000,2020-04-08 00:00:00.000000000,2020-03-24 00:00:00.000000000,NAH4,1898.9,0-15
112,U001,200900909,SYSCO in,2020-04-24 18:51:53.812500000,2020,1930741081,2020-03-04 00:00:00.000000000,2020-04-18 00:00:00.000000000,2020-04-03 00:00:00.000000000,NAA8,7524.17,0-15
113,U001,200424504,M  in,2020-05-10 20:50:14.250000000,2020,1930830032,2020-04-28 00:00:00.000000000,2020-04-15 00:00:00.000000000,2020-04-15 00:00:00.000000000,NACG,2428.04,16-30
114,U001,100031704,DELHAIZE trust,2020-07-05 01:55:09.750000000,2020,1930794735,2020-04-16 00:00:00.000000000,2020-06-20 00:00:00.000000000,2020-04-16 00:00:00.000000000,NAGD,1176.59,16-30
115,U001,200764795,SYSCO  us,2020-05-05 02:09:28.375000000,2020,1930637455,2020-03-18 00:00:00.000000000,2020-04-19 00:00:00.000000000,2020-03-18 00:00:00.000000000,NA32,10978.51,16-30
116,U001,200337148,COAS systems,2020-04-09 09:11:30.500000000,2020,1930587342,2020-02-03 00:00:00.000000000,2020-03-17 00:00:00.000000000,2020-03-02 00:00:00.000000000,NAA8,45127.79,16-30
117,U001,200416837,DEC llc,2020-03-05 17:27:13.875000000,2020,1930599382,2020-04-03 00:00:00.000000000,2020-03-24 00:00:00.000000000,2020-03-01 00:00:00.000000000,NAM4,398.16,
118,U001,200769623,WAL-MAR llc,2020-04-05 12:51:05.125000000,2020,1930623646,2020-09-03 00:00:00.000000000,2020-03-24 00:00:00.000000000,2020-03-09 00:00:00.000000000,NAH4,58726.21,0-15
119,U001,200726979,BJ'S  associates,2020-03-01 09:33:52.250000000,2020,1930645815,2020-12-03 00:00:00.000000000,2020-03-27 00:00:00.000000000,2020-03-12 00:00:00.000000000,NAA8,588.49,
120,U001,200721222,GO us,2020-04-29 22:34:31.812500000,2020,1930800642,2020-04-20 00:00:00.000000000,2020-05-05 00:00:00.000000000,2020-04-20 00:00:00.000000000,NAA8,25685.07,
121,U001,200772595,SAFEW corporation,2020-05-07 07:19:06.375000000,2020,1930729101,2020-02-04 00:00:00.000000000,2020-04-17 00:00:00.000000000,2020-04-02 00:00:00.000000000,NAA8,10020.14,16-30
122,U001,200820380,SMITH'S trust,2020-04-30 05:34:46.375000000,2020,1930716191,2020-03-30 00:00:00.000000000,2020-04-14 00:00:00.000000000,2020-03-30 00:00:00.000000000,NAA8,48022.97,16-30
123,U001,200793568,SUPE corporation,2020-05-03 21:13:43.750000000,2020,1930779652,2020-04-14 00:00:00.000000000,2020-04-29 00:00:00.000000000,2020-04-14 00:00:00.000000000,NAA8,36623.03,0-15
124,U001,200706844,WINC corp,2020-04-26 06:40:33.312500000,2020,1930732708,2020-01-04 00:00:00.000000000,2020-04-16 00:00:00.000000000,2020-04-01 00:00:00.000000000,NAA8,22644.53,0-15
125,U001,100043975,JAVA co,2020-07-03 06:16:48.000000000,2020,1930586661,2020-02-03 00:00:00.000000000,2020-03-17 00:00:00.000000000,2020-03-02 00:00:00.000000000,NAA8,7212.0,
126,U001,200769623,WAL-MAR llc,2020-04-17 07:18:08.375000000,2020,1930692548,2020-03-25 00:00:00.000000000,2020-04-09 00:00:00.000000000,2020-03-25 00:00:00.000000000,NAH4,15797.23,0-15
127,U001,200762301,C&S WH in,2020-02-10 15:18:33.000000000,2020,1930630515,2020-11-03 00:00:00.000000000,2020-03-26 00:00:00.000000000,2020-03-11 00:00:00.000000000,NAC6,2018.45,
128,U001,200769623,WAL-MAR foundation,2020-03-25 20:14:06.687500000,2020,1930593446,2020-04-03 00:00:00.000000000,2020-03-19 00:00:00.000000000,2020-03-04 00:00:00.000000000,NAH4,14706.98,0-15
129,U001,200729290,KROGER ,2020-04-02 14:38:57.875000000,2020,1930599215,2020-04-03 00:00:00.000000000,2020-03-19 00:00:00.000000000,2020-03-04 00:00:00.000000000,NAA8,115494.14,0-15
